AppID:3202004020622, AppVersion: 1.2.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d18fc8a42212becb1d845d  
AppID:3202103023295, AppVersion: 1.3.2, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d18fcaa42212becb1d846e  
AppID:3201908018954, AppVersion: 3.13.3, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d18fcba42212becb1d847b  
AppID:3202102022926, AppVersion: 1.1.3, CertStep: Verification ModelStatus: Dropped,ObjectID: 60d18fcda42212becb1d8498  
AppID:3201912019870, AppVersion: 1.0.7, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d18fcfa42212becb1d84a9  
AppID:3202006021061, AppVersion: 1.0.14, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d18fd0a42212becb1d84b4  
AppID:3201608010225, AppVersion: 2.3.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d18fd3a42212becb1d84e5  
AppID:3201606009910, AppVersion: 7.0.2, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d18fd5a42212becb1d84f5  
AppID:3201909019216, AppVersion: 22.4.1, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d18fd6a42212becb1d8504  
AppID:3202010022058, AppVersion: 3.5.0, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d18fd7a42212becb1d850f  
AppID:3202012022378, AppVersion: 1.5.1, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d18fdda42212becb1d8564  
AppID:3202102023045, AppVersion: 0.2.2, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d18fe0a42212becb1d8586  
AppID:111399000037, AppVersion: 10.140.4, CertStep: Verification ModelStatus: Dropped,ObjectID: 60d18fe2a42212becb1d8596  
AppID:3201912019874, AppVersion: 2.5.5, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d18fe3a42212becb1d85a4  
AppID:3201804016033, AppVersion: 6.3.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d18fe9a42212becb1d85e7  
AppID:3201810017158, AppVersion: 2.9.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d18feaa42212becb1d85f4  
AppID:3202101022854, AppVersion: 1.7.9, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d18feba42212becb1d85fd  
AppID:3201609010588, AppVersion: 162.73.111, CertStep: Verification ModelStatus: Testing,ObjectID: 60d18fefa42212becb1d8637  
AppID:3202012022478, AppVersion: 1.0.6, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d18ff1a42212becb1d8642  
AppID:3201907018726, AppVersion: 2.0.3, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d18ff4a42212becb1d865b  
AppID:3202102022940, AppVersion: 1.0.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d190eaa42212becb1d9032  
AppID:3201511006428, AppVersion: 5.1.7, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d190eea42212becb1d96ad  
AppID:3201901017768, AppVersion: 6.0.0, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d190f8a42212becb1d9ece  
AppID:3202103023096, AppVersion: 4.29.1, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d190f9a42212becb1d9fa4  
AppID:3201803015944, AppVersion: 2.20.2, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19104a42212becb1da3dc  
AppID:3202103023098, AppVersion: 1.5.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19105a42212becb1da3e8  
AppID:3202009021830, AppVersion: 21.21.2, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19106a42212becb1da3f2  
AppID:3202007021218, AppVersion: 1.9.9250, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d191f4a42212becb1dab49  
AppID:3201807016657, AppVersion: 1.3.5, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d191f7a42212becb1dae7b  
AppID:3202002020146, AppVersion: 3.2.0, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d191f9a42212becb1db036  
AppID:3202008021483, AppVersion: 2.4.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d191ffa42212becb1db525  
AppID:3201808016765, AppVersion: 2.0.1, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d19206a42212becb1dba8a  
AppID:121399000013, AppVersion: 4.17.4, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d1920ba42212becb1dbd4a  
AppID:3201911019691, AppVersion: 2.1.3, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19212a42212becb1dc17f  
